  QueueTimes | ServiceTimes | SojournTimes
       0.094 |      818.288 |      818.382
       0.094 |     1458.136 |     1458.230
       0.079 |      889.609 |      889.688
       0.091 |     1709.070 |     1709.161
       0.110 |      332.447 |      332.557
       0.099 |      345.493 |      345.591
       0.107 |     1234.026 |     1234.133
       0.093 |     2214.534 |     2214.626
       0.074 |      722.854 |      722.929
       0.121 |      406.360 |      406.481
       0.098 |     1735.486 |     1735.584
       0.081 |      764.510 |      764.592
       0.073 |      968.007 |      968.080
       0.078 |      991.411 |      991.489
       0.097 |     1373.597 |     1373.694
      48.724 |     1868.180 |     1916.904
       0.078 |      673.107 |      673.186
       0.092 |      410.519 |      410.611
       0.093 |     1222.222 |     1222.315
       0.074 |      502.156 |      502.230
       0.124 |      466.277 |      466.402
     101.580 |     2495.266 |     2596.846
       9.899 |      513.647 |      523.546
       0.099 |     1856.956 |     1857.054
       0.089 |     1845.078 |     1845.166
       0.079 |      793.886 |      793.965
       0.101 |     1198.952 |     1199.052
       0.104 |      426.333 |      426.437
       0.075 |      862.721 |      862.796
       0.072 |      740.686 |      740.758
       0.088 |      758.079 |      758.166
       0.086 |     2151.621 |     2151.708
       0.078 |      890.266 |      890.344
       0.096 |     2044.552 |     2044.647
       0.092 |     1632.174 |     1632.265
       0.098 |     2153.709 |     2153.807
       0.106 |     1008.098 |     1008.204
       0.107 |      135.780 |      135.887
       0.131 |     2429.898 |     2430.029
       0.079 |      883.213 |      883.291
       0.121 |      736.109 |      736.230
       0.106 |     1851.170 |     1851.276
       0.091 |     1229.914 |     1230.004
       0.087 |      939.295 |      939.382
       0.083 |     2183.564 |     2183.647
       0.090 |     2575.599 |     2575.690
       0.096 |      981.274 |      981.369
       0.108 |     1567.453 |     1567.562
       0.075 |     3153.372 |     3153.447
       0.058 |      471.767 |      471.825
       0.101 |     4161.096 |     4161.196
       0.091 |     3894.267 |     3894.358
       0.081 |      780.469 |      780.549
       0.106 |     2405.871 |     2405.978
       0.098 |     4313.699 |     4313.797
       0.078 |      368.116 |      368.194
       0.082 |     1550.823 |     1550.906
       0.088 |     1128.221 |     1128.309
       0.096 |     2347.008 |     2347.104
       0.087 |     1043.533 |     1043.619
       0.084 |     2202.337 |     2202.421
       0.099 |     1195.764 |     1195.863
       0.082 |      746.863 |      746.945
       0.104 |     1001.287 |     1001.390
       0.096 |     2748.236 |     2748.332
       0.084 |      993.243 |      993.327
       0.096 |     1274.234 |     1274.330
       0.085 |     1336.436 |     1336.521
       0.113 |     2963.725 |     2963.838
       0.127 |     2306.716 |     2306.843
       0.081 |      553.095 |      553.176
       0.106 |     1481.965 |     1482.071
       0.106 |     1260.554 |     1260.660
       0.107 |      853.912 |      854.019
       0.081 |     1238.694 |     1238.775
       0.085 |     1554.456 |     1554.541
       0.103 |      328.739 |      328.842
       0.121 |      983.924 |      984.044
       0.088 |     1512.156 |     1512.244
       0.086 |     1805.253 |     1805.339
       0.114 |      302.893 |      303.008
       0.105 |      174.519 |      174.624
       0.111 |      790.295 |      790.406
       0.061 |     1052.545 |     1052.606
       0.078 |      631.332 |      631.410
       0.112 |      901.205 |      901.317
       0.073 |      382.541 |      382.614
       0.110 |     1521.456 |     1521.566
       0.086 |     4345.991 |     4346.078
       0.066 |      728.730 |      728.796
       0.071 |      586.705 |      586.777
       0.072 |      739.581 |      739.654
       0.075 |      768.665 |      768.741
       0.104 |      282.541 |      282.645
       0.096 |     1246.077 |     1246.173
       0.106 |     1235.665 |     1235.770
       0.079 |     1303.881 |     1303.960
       0.115 |     1306.817 |     1306.932
       0.079 |      871.897 |      871.976
       0.093 |      452.538 |      452.630
       0.093 |      439.716 |      439.810
       0.106 |      298.226 |      298.332
       0.069 |     1781.836 |     1781.905
       0.092 |     1342.259 |     1342.351
       0.120 |     1469.416 |     1469.536
       0.118 |     2321.299 |     2321.417
       0.113 |     2007.523 |     2007.636
       0.105 |     1903.519 |     1903.625
       0.074 |      781.160 |      781.233
       0.088 |     1701.254 |     1701.342
       0.079 |     2408.849 |     2408.928
       0.103 |     3105.912 |     3106.015
       0.091 |     1656.776 |     1656.867
       0.110 |      796.199 |      796.309
       0.080 |     1559.546 |     1559.627
       0.073 |      547.061 |      547.134
       0.085 |      815.849 |      815.935
       0.084 |      852.452 |      852.536
       0.105 |      854.966 |      855.071
       0.085 |     1588.796 |     1588.881
       0.095 |      951.929 |      952.024
       0.096 |     1142.720 |     1142.816
       0.076 |     1109.836 |     1109.912
       0.075 |      275.244 |      275.319
       0.085 |      352.997 |      353.083
       0.088 |     1486.861 |     1486.949
       0.086 |     1161.571 |     1161.657
       0.114 |      289.391 |      289.505
       0.092 |      825.292 |      825.384
       0.114 |     1068.045 |     1068.159
       0.117 |      370.375 |      370.492
       0.088 |     1853.400 |     1853.488
       0.068 |     1622.490 |     1622.559
       0.106 |     1386.600 |     1386.706
       0.071 |     2327.494 |     2327.566
       0.119 |      567.927 |      568.046
       0.114 |     2852.815 |     2852.930
       0.117 |      712.981 |      713.098
       0.111 |      406.788 |      406.900
       0.091 |     2105.933 |     2106.024
       0.080 |     1394.875 |     1394.955
       0.105 |      350.066 |      350.171
       0.083 |      710.476 |      710.560
       0.086 |      461.325 |      461.411
       0.074 |      576.028 |      576.101
       0.090 |     2388.052 |     2388.141
       0.124 |      381.744 |      381.867
       0.077 |     2159.726 |     2159.803
       0.110 |     1694.066 |     1694.176
       0.116 |     3816.295 |     3816.411
       0.069 |     1688.040 |     1688.110
       0.082 |     1884.653 |     1884.736
       0.077 |     1280.169 |     1280.247
       0.092 |     2044.583 |     2044.675
       0.103 |     1118.265 |     1118.369
       0.087 |      442.850 |      442.936
       0.106 |      746.473 |      746.580
       0.072 |      793.832 |      793.904
       0.103 |      454.883 |      454.985
       0.089 |      480.305 |      480.394
       0.100 |      271.936 |      272.036
       0.113 |     1766.750 |     1766.863
       0.083 |      843.356 |      843.439
       1.832 |     1804.133 |     1805.965
       0.117 |     2954.758 |     2954.875
       0.098 |     1964.016 |     1964.114
       0.123 |     1393.447 |     1393.571
       0.101 |     1219.399 |     1219.500
       0.082 |      767.222 |      767.304
       0.107 |      962.015 |      962.122
       0.116 |     3502.115 |     3502.231
       0.091 |     1052.892 |     1052.983
       0.119 |      259.956 |      260.075
       0.110 |     1496.502 |     1496.611
       0.079 |     1939.479 |     1939.559
       0.087 |     1720.693 |     1720.779
       0.146 |     1058.923 |     1059.069
       0.096 |      762.484 |      762.580
       0.107 |     1221.378 |     1221.485
       0.121 |     1800.956 |     1801.077
       0.071 |      396.295 |      396.366
       0.110 |      615.720 |      615.830
       0.093 |      859.926 |      860.019
       0.100 |      794.126 |      794.226
       0.106 |      844.691 |      844.797
       0.108 |     1616.461 |     1616.569
       0.109 |      640.664 |      640.773
       0.106 |      231.991 |      232.096
       0.129 |      372.365 |      372.494
       0.103 |      854.710 |      854.813
       0.071 |      859.722 |      859.793
       0.118 |     1243.803 |     1243.921
       0.120 |     1043.943 |     1044.063
       0.070 |     1273.412 |     1273.482
       0.075 |     1287.364 |     1287.439
       0.099 |     1526.508 |     1526.607
       0.107 |     2431.678 |     2431.785
      63.560 |      766.760 |      830.320
       0.102 |     1069.289 |     1069.391
       0.105 |      725.187 |      725.292
       0.104 |     1149.198 |     1149.303
       0.111 |     1396.452 |     1396.563
       0.092 |     1878.268 |     1878.360
     112.051 |     1261.227 |     1373.277
       0.085 |      583.060 |      583.145
       0.100 |     2697.677 |     2697.777
       0.124 |     1064.541 |     1064.665
       0.074 |      698.727 |      698.800
       0.118 |      774.987 |      775.105
       0.082 |     1837.767 |     1837.849
       0.103 |      593.759 |      593.862
       0.112 |      843.285 |      843.397
       0.127 |     1685.384 |     1685.510
       0.096 |     1368.004 |     1368.100
       0.115 |     1340.977 |     1341.091
       0.125 |      844.504 |      844.629
       0.104 |      398.637 |      398.741
       0.076 |      838.671 |      838.746
       0.109 |      714.468 |      714.577
       0.109 |     1956.762 |     1956.871
       0.064 |      146.683 |      146.747
       0.068 |      432.213 |      432.282
       0.111 |      200.163 |      200.275
       0.084 |     1362.857 |     1362.941
       0.114 |      984.799 |      984.913
     253.070 |      650.466 |      903.536
       0.136 |     1079.244 |     1079.380
       0.111 |      154.477 |      154.588
       0.112 |      957.852 |      957.965
       0.110 |      762.194 |      762.304
     291.541 |      790.817 |     1082.358
       0.109 |     1227.636 |     1227.745
       0.115 |      385.365 |      385.481
       0.102 |      656.716 |      656.818
       0.063 |     1742.877 |     1742.940
       0.102 |      960.696 |      960.798
       0.143 |      174.675 |      174.817
       0.098 |      303.455 |      303.552
       0.120 |     1319.230 |     1319.351
       0.110 |     2003.061 |     2003.172
       0.104 |     1424.255 |     1424.359
       0.120 |     1089.054 |     1089.174
      11.330 |      494.544 |      505.874
       0.109 |     1495.461 |     1495.571
       0.103 |     1800.075 |     1800.178
       0.075 |     1315.105 |     1315.180
     131.643 |     1039.442 |     1171.084
       0.084 |     1377.665 |     1377.748
       0.106 |      435.015 |      435.121
       0.126 |      936.736 |      936.862
       0.110 |      307.500 |      307.610
       0.128 |     2336.773 |     2336.901
       0.102 |      244.711 |      244.813
     128.113 |     1690.550 |     1818.663
       0.108 |      560.503 |      560.611
       0.106 |      744.851 |      744.957
       0.109 |     1443.829 |     1443.938
       0.102 |     1226.664 |     1226.766
       0.091 |     1069.069 |     1069.160
       0.107 |      414.629 |      414.736
       0.122 |     1499.434 |     1499.556
       0.114 |      850.125 |      850.239
       0.089 |      636.614 |      636.703
       0.069 |      968.188 |      968.257
